Card number|Card type
4556174883691969|Visa
4916282431561892|Visa
4716550575195905|Visa
4024007187909717|Visa
4532171172146209|Visa
4024007196448715|Visa
4556407749706989|Visa
4024007131424128|Visa
4916980647417409|Visa
4716381797085181|Visa
4954769117796142|Visa
4024007179896617|Visa
4929430105209539|Visa
4024007103980081|Visa
4878973226275062|Visa
4024007127779576|Visa
4539185722740587|Visa
4485733313903215|Visa
4485217164746758|Visa
4916780838958934|Visa
4485984390279256|Visa
4856448821067228|Visa
4485873054807181|Visa
4556398941584318|Visa
4532577062532656|Visa
4556586628749952|Visa
4599102425218289|Visa
4270692216457027|Visa
4485336872727957|Visa
4916555461593830|Visa
4916508883894682|Visa
4539220978829592|Visa
4716272465338541|Visa
4716689103978497|Visa
4539786922777715|Visa
4337007462411274|Visa
4485784029169971|Visa
4929082875707182|Visa
4539609924619554|Visa
4539049580512365|Visa
4716499107515976|Visa
4532397085320918|Visa
4485381043620129|Visa
4532687070236255|Visa
4539912298863083|Visa
4024007167447613|Visa
4916941142198092|Visa
4716941498811373|Visa
4916714783830392|Visa
4539927873399014|Visa
4024007188690688|Visa
4929324901344022|Visa
4929601449416721|Visa
4916323434568441|Visa
