Card number|Card type
343843949879778|American Express
378473829163123|American Express
377322150578063|American Express
343423096242144|American Express
371944796286581|American Express
378323039564919|American Express
349661957295099|American Express
379596939629705|American Express
375723469150712|American Express
375065505657296|American Express
374042971240437|American Express
345094314835577|American Express
371318507601984|American Express
377854410080811|American Express
377713011281055|American Express
341540569600839|American Express
374707007415951|American Express
342890058936932|American Express
344940604680688|American Express
342258096484713|American Express
371312089279509|American Express
378056215438710|American Express
347404440823967|American Express
378472381748941|American Express
342501065588398|American Express
346752749923255|American Express
375105067269146|American Express
379510892692246|American Express
373613623496584|American Express
379896709251965|American Express
375201228742574|American Express
373363990426810|American Express
343111773113726|American Express
375669711201292|American Express
348409785451117|American Express
343470962102951|American Express
343824577627515|American Express
342756264815543|American Express
377495483633134|American Express
342610490301119|American Express
372449686674358|American Express
372098440511818|American Express
343406358162415|American Express
343789187352913|American Express
373537640705448|American Express
370555897600560|American Express
346562932296959|American Express
349024812443117|American Express
376495738548088|American Express
349100819318955|American Express
375793143886486|American Express
378634575946892|American Express
345904835012854|American Express
371232136877958|American Express
345677855422373|American Express
346751049250153|American Express
343143052979238|American Express
345955392140223|American Express
374171415243093|American Express
375453653822831|American Express
340660824211833|American Express
374408071209038|American Express
379733834552795|American Express
371043564239805|American Express
342140133293622|American Express
345768406666897|American Express
371218385506349|American Express
343753328909544|American Express
341117496750639|American Express
340236683218373|American Express
373714945411903|American Express
378060372389203|American Express
377524728930557|American Express
378164316056876|American Express
375436662849846|American Express
344030597373655|American Express
340301415187211|American Express
377764017182433|American Express
373700895163149|American Express
346138010197383|American Express
341365944006795|American Express
375359140195709|American Express
345859543131505|American Express
376056817099151|American Express
378183703115038|American Express
371163142517660|American Express
373807073212208|American Express
374933167760347|American Express
374324103600112|American Express
374500609154817|American Express
345357494544115|American Express
376408582763083|American Express
341459701118677|American Express
345107859450725|American Express
345354793433017|American Express
372636253249941|American Express
341133428064676|American Express
342639506535428|American Express
348342690277824|American Express
373965577751798|American Express
379220399359246|American Express
344276323425950|American Express
372655756944998|American Express
376498095263952|American Express
374536066305633|American Express
372737567347593|American Express
342199542010589|American Express
348646440746445|American Express
345485873595679|American Express
376611425092459|American Express
377568858672273|American Express
345009192178197|American Express
373894473664915|American Express
344250466033855|American Express
345688167470240|American Express
375976447777499|American Express
341131585299846|American Express
378018193080138|American Express
344755299759112|American Express
348314100696315|American Express
378266429263404|American Express
340544553948304|American Express
371176661792324|American Express
374793517620611|American Express
376551156001875|American Express
372951283175861|American Express
378631791221027|American Express
370497177962768|American Express
378545160801039|American Express
343963654014955|American Express
341406404452861|American Express
371358275781386|American Express
346711004666090|American Express
377587487003015|American Express
370346108283762|American Express
375580337753469|American Express
348710434331315|American Express
347751095068995|American Express
349056139522785|American Express
343583424195924|American Express
344252031219191|American Express
379227713198325|American Express
349912828161709|American Express
349786202996728|American Express
341054490370538|American Express
343104079498750|American Express
342324980129465|American Express
341321310014079|American Express
374311606921277|American Express
348753543859289|American Express
349972782623904|American Express
349566168496842|American Express
370873206889877|American Express
