Card number|Card type
5020718265638017|Maestro
5020261788079526|Maestro
6501168359772809|Maestro
5020893509521616|Maestro
6644151948244009|Maestro
5020216910117768|Maestro
5020474841183041|Maestro
5020462081160423|Maestro
6775840835089854|Maestro
5020987812957689|Maestro
6306268073050636|Maestro
5020359703950977|Maestro
5020949387543401|Maestro
5020134865350237|Maestro
6025193264475899|Maestro
6654826536266392|Maestro
5020909306111599|Maestro
5020929295553106|Maestro
6848983998687222|Maestro
5020959431757766|Maestro
5020794998956422|Maestro
5020405821134968|Maestro
5020520315556946|Maestro
5020669512730794|Maestro
5020821687536395|Maestro
6976526941764822|Maestro
6540533491724757|Maestro
5020873515766082|Maestro
5020192704748581|Maestro
5020647497625890|Maestro
5020235704977492|Maestro
5020095633235275|Maestro
5020662314628266|Maestro
5020198143287404|Maestro
6173034730105639|Maestro
6737658781516812|Maestro
5020681541783793|Maestro
5020923074068741|Maestro
6955388745193004|Maestro
5020594094651079|Maestro
6420115335130659|Maestro
5020176109722911|Maestro
5020032576203358|Maestro
6775719706087470|Maestro
6642250624647360|Maestro
5020199078724759|Maestro
5020991822296096|Maestro
5020801165339769|Maestro
6693043856643944|Maestro
6762223009362545|Maestro
5020033269494148|Maestro
6675577434706055|Maestro
6063584632277053|Maestro
5020869621736217|Maestro
6035378266770755|Maestro
6920205230430737|Maestro
6524656141360662|Maestro
6102930490186048|Maestro
6449766556836403|Maestro
5020382027339826|Maestro
5020526268196812|Maestro
5020441436452628|Maestro
5020187847035953|Maestro
5020565350302458|Maestro
5020633622382276|Maestro
5020458673284845|Maestro
6203583594298017|Maestro
6394407404770131|Maestro
5020687720332138|Maestro
5020939681128488|Maestro
6721813166918889|Maestro
5020388199990452|Maestro
5020180057765450|Maestro
5020105272085004|Maestro
5020862663979605|Maestro
6233490760030592|Maestro
6316057287340281|Maestro
5020849493716000|Maestro
6990667996920752|Maestro
6393490327294414|Maestro
5020570029702252|Maestro
5020573181578577|Maestro
6063465789176027|Maestro
5020554747733278|Maestro
6600652588552579|Maestro
5020634360990064|Maestro
5020716518958455|Maestro
6626322736407155|Maestro
5020334836331403|Maestro
6372192204746004|Maestro
5020015761256216|Maestro
5020849943317805|Maestro
5020254552720144|Maestro
6036527892740116|Maestro
5020167881506069|Maestro
6401307574154465|Maestro
6170953495762206|Maestro
6554864862262751|Maestro
6018408196830626|Maestro
6693186263800753|Maestro
6585907349588620|Maestro
5020224414903378|Maestro
5020459003482760|Maestro
6833709801637949|Maestro
6788210080364136|Maestro
5020624969045295|Maestro
6143792222367754|Maestro
5020833809159022|Maestro
6103478731536133|Maestro
5020718693131007|Maestro
5020355237973618|Maestro
6954885479918366|Maestro
5020030747419606|Maestro
5020280378969755|Maestro
6462760851013141|Maestro
5020187298280983|Maestro
6329654497729702|Maestro
6516781178814082|Maestro
