Card number|Card type
5564367486395965|MasterCard
5147821232016834|MasterCard
5198475451990738|MasterCard
5201639917323439|MasterCard
5252843255576420|MasterCard
5368032741716227|MasterCard
5173823376130303|MasterCard
5568027281387395|MasterCard
5101561256471457|MasterCard
5208633144012678|MasterCard
5179514141710172|MasterCard
5244622014879387|MasterCard
5157432652583886|MasterCard
5323282169492207|MasterCard
5258882546460576|MasterCard
5174023001651851|MasterCard
5331365440756704|MasterCard
5349522521974289|MasterCard
5158731646109669|MasterCard
5491225694447556|MasterCard
5466138806551051|MasterCard
5276706161287022|MasterCard
5151936698138345|MasterCard
5595257760521936|MasterCard
5201075242488672|MasterCard
5206800816700953|MasterCard
5573792378099947|MasterCard
5217301070812003|MasterCard
5286838278096133|MasterCard
5412414959143870|MasterCard
