Card number|Card type
4929923820294265|Visa
4929031724568287|Visa
4539215059792172|Visa
4485297281477107|Visa
4539029691060843|Visa
4024007135780244|Visa
4485432729791476|Visa
4788479925413474|Visa
4929397528473184|Visa
4532718654848296|Visa
4813588254003307|Visa
4916378872267930|Visa
4556392520719668|Visa
4916687966849969|Visa
4485313954714922|Visa
4024007175000206|Visa
4929199672443967|Visa
4539351427076707|Visa
4916035726433775|Visa
4485129194488543|Visa
4929180802888024|Visa
4716315541786454|Visa
4716266583910041|Visa
4716970432086347|Visa
4556964838811567|Visa
4929116340499700|Visa
4929952049812144|Visa
4714990846472430|Visa
4916492095122218|Visa
4485469367966671|Visa
4716288562140390|Visa
4024007195458814|Visa
4532661123294298|Visa
4916346933041347|Visa
4916916022837118|Visa
4556254711475700|Visa
4355929887013608|Visa
4916600585267661|Visa
4929594531424697|Visa
4916863796746978|Visa
4532172498283759|Visa
4929192712692636|Visa
4539630199212636|Visa
4556348082873350|Visa
4916572659380037|Visa
4929088527027291|Visa
4532599085542983|Visa
4485527736262658|Visa
4556107703635774|Visa
4916610014426259|Visa
4024007142300804|Visa
4485300325626075|Visa
4716800415073154|Visa
4556677970160292|Visa
4556511222878684|Visa
4716149785813009|Visa
4929985909363469|Visa
4539694700590104|Visa
4485911873148948|Visa
4024007184343563|Visa
4875373948135640|Visa
4716075074936195|Visa
