Card number|Card type
6417632685344990|Maestro
6495538206309690|Maestro
5020952743973320|Maestro
6677567713588140|Maestro
6834499912368159|Maestro
6499083708171682|Maestro
6884634591044502|Maestro
6029206772969249|Maestro
6830036847845093|Maestro
5020496873732395|Maestro
6593507053449256|Maestro
5020713992335391|Maestro
6841034173451252|Maestro
6856748942014610|Maestro
5020675065874798|Maestro
6229326122846786|Maestro
6048147696026541|Maestro
6693832912276339|Maestro
5020630520548149|Maestro
6949858608621480|Maestro
6105029908532427|Maestro
6251246926747447|Maestro
5020435102175208|Maestro
6823756376505680|Maestro
5020418281825868|Maestro
6148970628025045|Maestro
6721399353570105|Maestro
6313541466727528|Maestro
6137508764861584|Maestro
5020343439256529|Maestro
6680683411081836|Maestro
6309937551109646|Maestro
5020728294822599|Maestro
6524361087994570|Maestro
6490399442948022|Maestro
6947908969624409|Maestro
6446373279057871|Maestro
6467530912730446|Maestro
6984324745051525|Maestro
5020539890443700|Maestro
6082551451327332|Maestro
5020366214363368|Maestro
5020081723831793|Maestro
6751417752004550|Maestro
5020265341709354|Maestro
5020314701191249|Maestro
6667652643783755|Maestro
5020347202159935|Maestro
6019434232751609|Maestro
6378870451868571|Maestro
5020764385655606|Maestro
5020450495292262|Maestro
6151932021445141|Maestro
5020188305158212|Maestro
6203710138565516|Maestro
6014958335375077|Maestro
5020033416669857|Maestro
5020609810773047|Maestro
6817788714335858|Maestro
5020507121085327|Maestro
5020232275404014|Maestro
5020884618993770|Maestro
5020585532215246|Maestro
5020491256527181|Maestro
5020968776754650|Maestro
5020774986995228|Maestro
5020619960514497|Maestro
6864127743876941|Maestro
5020207403587666|Maestro
6526367393067512|Maestro
6519444782285648|Maestro
6115592541792763|Maestro
6858254983794689|Maestro
5020862759989633|Maestro
6193275369919248|Maestro
5020672194518172|Maestro
5020923544880766|Maestro
6494220991905849|Maestro
5020428524802830|Maestro
6560712835591867|Maestro
5020727217226276|Maestro
5020085959651387|Maestro
5020876818472670|Maestro
5020619390442806|Maestro
5020446463021675|Maestro
5020476577638874|Maestro
6889042274289383|Maestro
5020808430980459|Maestro
6078257468790837|Maestro
5020233114858857|Maestro
5020956265259828|Maestro
6117170030495855|Maestro
6115684688759109|Maestro
5020359131914124|Maestro
5020311559915307|Maestro
6391227360996386|Maestro
6935443842858952|Maestro
6048663594494706|Maestro
5020363170895079|Maestro
6468455752400950|Maestro
5020610012860541|Maestro
5020958091924948|Maestro
5020241644915170|Maestro
5020023533842313|Maestro
6357291248403918|Maestro
5020777333941985|Maestro
5020446802295089|Maestro
5020716497037826|Maestro
5020352055360168|Maestro
6724300886765474|Maestro
6315407968911804|Maestro
6305272670990021|Maestro
5020799544935986|Maestro
6929832864774378|Maestro
6937615770314474|Maestro
5020986476855031|Maestro
5020320410873324|Maestro
6310887621942335|Maestro
6286190760230731|Maestro
5020627912158776|Maestro
6852486702103562|Maestro
6575424268037250|Maestro
6433136001170303|Maestro
6214887697622008|Maestro
5020079990862749|Maestro
6782277065344736|Maestro
5020075959627917|Maestro
6842165420413189|Maestro
5020188337364242|Maestro
6648904686281039|Maestro
5020193358128914|Maestro
6409844104020073|Maestro
