Card number|Card type
4485349905337603|Visa
4539622233524837|Visa
4539430486454979|Visa
4041139803687739|Visa
4929146814449832|Visa
4024007190381862|Visa
4916485465781746|Visa
4539647961207222|Visa
4929170084865485|Visa
4556038565232089|Visa
4532542590903860|Visa
4819144814453097|Visa
4024007116487199|Visa
4916146147516385|Visa
4929789599228168|Visa
4929097257183349|Visa
4556679435042016|Visa
4716427329359097|Visa
4532694629970152|Visa
4556207118541409|Visa
4556175589524149|Visa
4532454440313342|Visa
4539742656095253|Visa
4024007159037547|Visa
4916642281816920|Visa
4485258316049055|Visa
4556188082366538|Visa
4916916271888960|Visa
4916204611030811|Visa
4485692497153130|Visa
4620503895238793|Visa
4024007142726990|Visa
4735720717680315|Visa
4485607312007360|Visa
4929393865105893|Visa
4041857249052321|Visa
4024007129060652|Visa
4532395105889060|Visa
4539743282851879|Visa
4485536332731719|Visa
4929836148386755|Visa
4916580563737259|Visa
4485902068320806|Visa
4556439285106035|Visa
4929952411458922|Visa
4929963060435046|Visa
4485034217750038|Visa
4532376881473865|Visa
4556480370749768|Visa
4485940439621445|Visa
4532610183105613|Visa
4485075870408331|Visa
4556998181585667|Visa
4556994035304637|Visa
4057733494640899|Visa
4556473845043404|Visa
4716713242854938|Visa
4716002354524400|Visa
4716360342635898|Visa
4024007116367557|Visa
4539702525463363|Visa
4929869632421341|Visa
4539730981621109|Visa
4916708767832101|Visa
4532538295479982|Visa
4556974872575739|Visa
4485717253550375|Visa
4485237031408416|Visa
4100134234057972|Visa
4532719857482131|Visa
4929764468211231|Visa
4539588233442967|Visa
4024007199514133|Visa
4259502372149844|Visa
4916645401740003|Visa
4929580431855908|Visa
4485927687903955|Visa
4373039221508087|Visa
4532393385576515|Visa
4532446643419074|Visa
4428931597706664|Visa
4556029551265845|Visa
4485959409295550|Visa
4532323980828128|Visa
4028985093422865|Visa
4024007136116547|Visa
4207645935697495|Visa
4539936850963221|Visa
4906413316783283|Visa
4911097558402653|Visa
4485417108827371|Visa
4532353242756841|Visa
4916424848782394|Visa
4716595944264635|Visa
4024007173323923|Visa
4179723835069208|Visa
4556485648581612|Visa
4485001996020453|Visa
4556601972539352|Visa
4024007183205524|Visa
4532923139262754|Visa
4485811676569250|Visa
4716317333368293|Visa
4716900323658300|Visa
4716500392681124|Visa
4716884365062839|Visa
4532474243915051|Visa
4539274358474032|Visa
4024007115052259|Visa
4539658885512365|Visa
4716172048884740|Visa
4024007114159451|Visa
4556973170079204|Visa
4539293143079773|Visa
4024007168054079|Visa
4532927795791873|Visa
4556605474648629|Visa
4716256591528307|Visa
4539868465245100|Visa
4539564558589104|Visa
4556360567809544|Visa
