Card number|Card type
6160599065157061|Maestro
5020386085933206|Maestro
6446783352246417|Maestro
6150388652182670|Maestro
5020794420549795|Maestro
5020056834981273|Maestro
5020278625871881|Maestro
6384751809768873|Maestro
5020865235999100|Maestro
6578407631736960|Maestro
5020838639406998|Maestro
6586123336967236|Maestro
5020365234114371|Maestro
6981525301032401|Maestro
6826947719601925|Maestro
5020946009774802|Maestro
5020420039732339|Maestro
5020548479190491|Maestro
5020471429601212|Maestro
6419595967966509|Maestro
5020729436962608|Maestro
6579188796384593|Maestro
6505602938262748|Maestro
6159228140515803|Maestro
6421412145352030|Maestro
5020936821140217|Maestro
5020854204916733|Maestro
5020659069283834|Maestro
6345643837279577|Maestro
6405328960769548|Maestro
6408111847870516|Maestro
6539429513157808|Maestro
6602978556568851|Maestro
6055166841811490|Maestro
5020287969840337|Maestro
6601355399146693|Maestro
5020526191659217|Maestro
6500729443409335|Maestro
6299243567435691|Maestro
6747299211707909|Maestro
6908789310341068|Maestro
5020516478440852|Maestro
5020371432239721|Maestro
5020525262213078|Maestro
6216114035445747|Maestro
6576946857080738|Maestro
6629898478313971|Maestro
5020004834472190|Maestro
5020554067597352|Maestro
6168981986287403|Maestro
6577954904041256|Maestro
5020320588512068|Maestro
5020683064079047|Maestro
6829409822149265|Maestro
5020804457745164|Maestro
5020462189986596|Maestro
5020205491537114|Maestro
5020903530675875|Maestro
5020185507504219|Maestro
5020562700104692|Maestro
6964752775126367|Maestro
5020995341781132|Maestro
6943740551368580|Maestro
5020295807036075|Maestro
6407055261321988|Maestro
6931563772186746|Maestro
5020068849289303|Maestro
5020643661441024|Maestro
6180111010253932|Maestro
5020044024263975|Maestro
5020750980224757|Maestro
5020193531611877|Maestro
6254862424450180|Maestro
6837044263384897|Maestro
5020559349425629|Maestro
5020601083751636|Maestro
5020728735240500|Maestro
6940753372459895|Maestro
5020439677282092|Maestro
6707760535288395|Maestro
6816311620223265|Maestro
6579838670490938|Maestro
6333987303728821|Maestro
6313738513049548|Maestro
5020084539524065|Maestro
6260440562079913|Maestro
5020259312302513|Maestro
6317396057398304|Maestro
6588434809902297|Maestro
5020295935916784|Maestro
6369693330207410|Maestro
6292387767349959|Maestro
5020308756468940|Maestro
6471395381437053|Maestro
6455551448720259|Maestro
6066235408127165|Maestro
6199720645463713|Maestro
5020052551557669|Maestro
6995907144105657|Maestro
6113420046933835|Maestro
5020248425733938|Maestro
6313037508995371|Maestro
6371306173367300|Maestro
6174250741813834|Maestro
5020190153433622|Maestro
6586308859699601|Maestro
5020032767775156|Maestro
5020293247112937|Maestro
6098473376439112|Maestro
6598950818608326|Maestro
5020785740335121|Maestro
6673017939149495|Maestro
6473858339465938|Maestro
6696287098913592|Maestro
5020276096826988|Maestro
6545588599237677|Maestro
5020655697004881|Maestro
5020475851802198|Maestro
5020023442786247|Maestro
6400589398052220|Maestro
6807125019488599|Maestro
6650986339439366|Maestro
6515672212334784|Maestro
5020951079108493|Maestro
6925161003384244|Maestro
6898232030842836|Maestro
5020632586128790|Maestro
5020779002172769|Maestro
6992791348783979|Maestro
6150758336176365|Maestro
5020019326512758|Maestro
5020363449502811|Maestro
5020522015383050|Maestro
5020987134702490|Maestro
6720539098206892|Maestro
5020298585507077|Maestro
5020142822144346|Maestro
5020325950915740|Maestro
5020981780284614|Maestro
6274177645779523|Maestro
6165666644410777|Maestro
5020724875942237|Maestro
6783741116134213|Maestro
6880130853925136|Maestro
5020260504384202|Maestro
5020207189405356|Maestro
6054643334085130|Maestro
5020967646112123|Maestro
6358955091492488|Maestro
5020024371342572|Maestro
6654739904766333|Maestro
6537817152365777|Maestro
5020987202205095|Maestro
5020520872198355|Maestro
5020953605487482|Maestro
5020643573302157|Maestro
6083873913356298|Maestro
6034203412485812|Maestro
5020745088420646|Maestro
6914390730253975|Maestro
6868243279222263|Maestro
6234545114888778|Maestro
6688463607594575|Maestro
6866091777052175|Maestro
5020654589011658|Maestro
6783579822470954|Maestro
6093059820269463|Maestro
6335043888348599|Maestro
5020238154675806|Maestro
5020305102273107|Maestro
5020692284362588|Maestro
6318867887915102|Maestro
5020728030782685|Maestro
5020549954098670|Maestro
5020012090397027|Maestro
5020614557466201|Maestro
6313487231434307|Maestro
6848520858794068|Maestro
6008730539932161|Maestro
6072191029227532|Maestro
6997820295815925|Maestro
6281407084485550|Maestro
5020757780454955|Maestro
5020350064297306|Maestro
