Card number|Card type
4485822260835783|Visa
4716544766315737|Visa
4485352267348960|Visa
4716562179787250|Visa
4532507046460872|Visa
4485018018933620|Visa
4532117167609313|Visa
4916181555254468|Visa
4929871018154140|Visa
4802041399936174|Visa
4539336184776185|Visa
4716016470865562|Visa
4916235925589076|Visa
4716053813726144|Visa
4532211689758540|Visa
4916211142411386|Visa
4916505593542726|Visa
4556651531783504|Visa
4539024938201912|Visa
4929680190151356|Visa
4716842507173393|Visa
4532533305888918|Visa
4929372477553229|Visa
4539828822544850|Visa
4532375004877192|Visa
4485401353192368|Visa
4716447917125122|Visa
4716790519181344|Visa
4532008148749965|Visa
4485439453669257|Visa
4716093076552944|Visa
4716340694041762|Visa
4024007197771818|Visa
4485270775122927|Visa
4916172846887497|Visa
4693253193209771|Visa
4539736920259653|Visa
4716996858432418|Visa
4532273388938385|Visa
4916969741741475|Visa
4024007194480942|Visa
4485981224485661|Visa
4485992162863561|Visa
4485498110640440|Visa
4024007131090572|Visa
4532998758003408|Visa
4916539602245773|Visa
4716608534925463|Visa
4532430815714165|Visa
4716793670864294|Visa
4716283892300129|Visa
4716502233195009|Visa
4539385394588146|Visa
4556229195605923|Visa
4991866688759742|Visa
4716696286212453|Visa
4929628189576109|Visa
4716148170410819|Visa
4539494328705378|Visa
4929000860826940|Visa
4539626375093683|Visa
4556912389379427|Visa
4916012617962816|Visa
4539664537254893|Visa
4916250704800321|Visa
4556996905246384|Visa
4539210292459994|Visa
4556813376439507|Visa
4929168531769250|Visa
4556265233364461|Visa
4539461624327264|Visa
4929270918166678|Visa
4539363400544627|Visa
4024007109534809|Visa
4024007121704109|Visa
4598892785801036|Visa
4485752653800906|Visa
4539220330148178|Visa
4539209711451681|Visa
4024007135987237|Visa
4024007163850158|Visa
4556832721206288|Visa
4916507658066369|Visa
4539468825483077|Visa
4532997129856486|Visa
4929049063081886|Visa
4532437983668883|Visa
4929114382047115|Visa
4485600119026790|Visa
4556427567352989|Visa
4929532852775149|Visa
4556517488546022|Visa
4024007119849171|Visa
4556913270905296|Visa
4485101780147551|Visa
4024007114411787|Visa
4916704148125471|Visa
4539928881359214|Visa
4929608080486707|Visa
4556850598063848|Visa
4556956301412196|Visa
4485926582186765|Visa
4716830841676783|Visa
4716211353437635|Visa
4304615452938723|Visa
4539888748597309|Visa
4716266536063922|Visa
4485259016198564|Visa
4716651249701456|Visa
4929205087483389|Visa
4975830880178283|Visa
4197125085954790|Visa
4532900981044563|Visa
4024007103050943|Visa
4532015258090551|Visa
4615697043658022|Visa
4916188696911377|Visa
4532299547854023|Visa
4485555942616623|Visa
4970432522387011|Visa
4432214167064143|Visa
4532390550108066|Visa
4716678855220455|Visa
4453710641604721|Visa
4532243033595948|Visa
4733655305327816|Visa
4485242168717811|Visa
4556291267064587|Visa
4532513571407775|Visa
4532849846940475|Visa
4716622943451417|Visa
4532369313103515|Visa
4485517715877030|Visa
4532951861522848|Visa
4485534649930470|Visa
4556099241994112|Visa
4556204334656855|Visa
4556180981826993|Visa
4716508428604358|Visa
4499020764636625|Visa
4916996514174295|Visa
4539424341455040|Visa
4836188901950373|Visa
4916359077221799|Visa
4024007109221878|Visa
4539733759001009|Visa
4916413274564798|Visa
4716041699748381|Visa
4485738361451959|Visa
4716602763099926|Visa
4556314398415211|Visa
4929774082609256|Visa
4556931921064727|Visa
4024007118968006|Visa
4819790830652433|Visa
4929706217634171|Visa
