Card number|Card type
6760756576621308|Maestro
6330588988431427|Maestro
6050152840543230|Maestro
5020097609506580|Maestro
6148074738329825|Maestro
5020492175691645|Maestro
5020112749834188|Maestro
5020042121832601|Maestro
6022288136600295|Maestro
6345554983492924|Maestro
6693353755818525|Maestro
6479000525659230|Maestro
5020290446121370|Maestro
5020953230004405|Maestro
6389334985502393|Maestro
5020810445690081|Maestro
5020494203319363|Maestro
6587983970599317|Maestro
5020667319308996|Maestro
5020758956796484|Maestro
5020223020235407|Maestro
6239020977039518|Maestro
5020813570068495|Maestro
6316859399796403|Maestro
6683143650733271|Maestro
6241916446674817|Maestro
6747769255779980|Maestro
5020628876283782|Maestro
5020997466863679|Maestro
5020956722835301|Maestro
6161926983506328|Maestro
5020223511689039|Maestro
6508140439046424|Maestro
5020200824073903|Maestro
6104502429944454|Maestro
6302724806934821|Maestro
6747661729224638|Maestro
6232925378990365|Maestro
5020449119848426|Maestro
5020462382209507|Maestro
5020384285715002|Maestro
5020973384965672|Maestro
5020670295830850|Maestro
5020192440407658|Maestro
6241914546517259|Maestro
5020233966143929|Maestro
5020881015692278|Maestro
6155087820977368|Maestro
6328145918136578|Maestro
6514729650677024|Maestro
6061267517874903|Maestro
6286909693874194|Maestro
5020661625755644|Maestro
6369679181188130|Maestro
5020174908892860|Maestro
6348680702595874|Maestro
6118292814770144|Maestro
6569065132579486|Maestro
6878389906768455|Maestro
5020542997065244|Maestro
5020329242140125|Maestro
6213923394034048|Maestro
5020761687825531|Maestro
6136919567192690|Maestro
6110203382137622|Maestro
5020585854693632|Maestro
5020775249026560|Maestro
5020047452818384|Maestro
6426667490590402|Maestro
6357194134980959|Maestro
6683739014950145|Maestro
5020119426901255|Maestro
6265882194785265|Maestro
6242599117303624|Maestro
5020944880696673|Maestro
6815987527020408|Maestro
5020718573185214|Maestro
5020448406191144|Maestro
5020125759627763|Maestro
5020464784038088|Maestro
5020252885431249|Maestro
6498935233080988|Maestro
6670300564887057|Maestro
5020194076282660|Maestro
5020516990298044|Maestro
6945960993227776|Maestro
5020042301423346|Maestro
6011520190254897|Maestro
6887943088315227|Maestro
5020458373734693|Maestro
5020014081934800|Maestro
6394407569827841|Maestro
6098307558427034|Maestro
5020713488862833|Maestro
6193188342626303|Maestro
6806963554217812|Maestro
5020213945189565|Maestro
6443911252071279|Maestro
5020666251974955|Maestro
6911995355123577|Maestro
5020114582745638|Maestro
6603698446740135|Maestro
6172994404527783|Maestro
6360642906219498|Maestro
6737331008241610|Maestro
5020083048177621|Maestro
6669660113419543|Maestro
5020532490107684|Maestro
6934940157898680|Maestro
6512693344385521|Maestro
5020582536063649|Maestro
6731513211110452|Maestro
5020148956007316|Maestro
5020987560835418|Maestro
6384628479573926|Maestro
6670161472316567|Maestro
6541011342991726|Maestro
5020032686863414|Maestro
5020607530666137|Maestro
6999346088114779|Maestro
6614654567961569|Maestro
6072276813295538|Maestro
6079645030918200|Maestro
5020978760902421|Maestro
5020118419918169|Maestro
6777649036787499|Maestro
5020094849303316|Maestro
5020907312879092|Maestro
5020874033649859|Maestro
5020689984805155|Maestro
5020987484081347|Maestro
6841813101176010|Maestro
6699155833812618|Maestro
6571629187904208|Maestro
6895533309009087|Maestro
5020966468569253|Maestro
5020015666088979|Maestro
6881191368828412|Maestro
5020240324717682|Maestro
5020474665636157|Maestro
5020978420794598|Maestro
6933586401733412|Maestro
6788758277533475|Maestro
5020972372004866|Maestro
6601061749231389|Maestro
5020864629060488|Maestro
5020730217901914|Maestro
6512376072375662|Maestro
5020738708379474|Maestro
6243090836426317|Maestro
6491813625604607|Maestro
6355224556842049|Maestro
5020558913002624|Maestro
6171649545990917|Maestro
5020085300436926|Maestro
6736566874534348|Maestro
5020685630571415|Maestro
6872747098156795|Maestro
6738616301012430|Maestro
5020190635233053|Maestro
5020347289926958|Maestro
5020036237678320|Maestro
6899503655196263|Maestro
5020393484786565|Maestro
6903401490251894|Maestro
6671668147985997|Maestro
5020935084000522|Maestro
6996621059222543|Maestro
6079037909223641|Maestro
5020274770867584|Maestro
5020647123360359|Maestro
6310020310069620|Maestro
6273567302104042|Maestro
5020065069234704|Maestro
5020081239257558|Maestro
5020637598635096|Maestro
5020956669812396|Maestro
5020703974160677|Maestro
6477340211980850|Maestro
6978996082000930|Maestro
5020624343090306|Maestro
6974156679533397|Maestro
6575778017254197|Maestro
5020379808490018|Maestro
6112362399366802|Maestro
5020728730187235|Maestro
5020435889692243|Maestro
6068891216388015|Maestro
5020235893583986|Maestro
5020446100289628|Maestro
6177482956390698|Maestro
6745645691359854|Maestro
6495263638586464|Maestro
6256736397800761|Maestro
6895578243685989|Maestro
