Card number|Card type
374044916296219|American Express
376030712163651|American Express
344894965571293|American Express
371291155575737|American Express
347805334607912|American Express
375790758347127|American Express
344519181325725|American Express
344250649773997|American Express
372592632117251|American Express
376446127929769|American Express
347928674915016|American Express
342899153396702|American Express
379882500887496|American Express
370637967384364|American Express
373011587119922|American Express
371568711569084|American Express
345201858439910|American Express
345198760274072|American Express
373596262020288|American Express
347357250031859|American Express
372790471576583|American Express
343149367104396|American Express
340996319566095|American Express
372144697957385|American Express
370756965791121|American Express
347220394880476|American Express
346292830860256|American Express
373863092017177|American Express
342406160473977|American Express
376971729468973|American Express
347704167524023|American Express
373664448659062|American Express
347154042247145|American Express
373907524010647|American Express
343125151549707|American Express
377069464618362|American Express
371555466307174|American Express
344274809437581|American Express
344641564343602|American Express
372811796984706|American Express
343834093479077|American Express
376275701840781|American Express
376846804243824|American Express
372863577384887|American Express
374359347581470|American Express
371092580566436|American Express
379996726037924|American Express
346845075977836|American Express
376716517166101|American Express
347591501577084|American Express
343250377218851|American Express
377335816347624|American Express
344549659820782|American Express
372977658632731|American Express
379294150059683|American Express
346616422147898|American Express
344302751918306|American Express
376616097236540|American Express
340922814328591|American Express
340750176420080|American Express
349110786698883|American Express
348535704396718|American Express
376934607700958|American Express
340183293786631|American Express
341919805153193|American Express
348902448916617|American Express
372665183907955|American Express
376904702391078|American Express
346608709432945|American Express
347624420510249|American Express
348570028765256|American Express
375180870264832|American Express
372700273428206|American Express
343891187383144|American Express
370089531933567|American Express
347307340693424|American Express
349485788283516|American Express
347022844447801|American Express
377537141559852|American Express
374835320118703|American Express
376037584980732|American Express
341522226372721|American Express
343355523221475|American Express
377371236430914|American Express
377027767109786|American Express
348923755757758|American Express
346214850369018|American Express
378511263764243|American Express
370692598202402|American Express
372971383934405|American Express
379403602557307|American Express
345871954498315|American Express
372728412536837|American Express
344465155711047|American Express
375611896704195|American Express
372769544285190|American Express
376536791401051|American Express
377541427068158|American Express
375911518557827|American Express
347392082112734|American Express
341916110748014|American Express
377054243887603|American Express
344647017296842|American Express
372215791659059|American Express
370726345518577|American Express
349353537401385|American Express
374817376882713|American Express
344373797608136|American Express
378976401649715|American Express
340426572156400|American Express
340404550385028|American Express
341723453644705|American Express
374285659713908|American Express
344816981234564|American Express
371738359113921|American Express
374384492431917|American Express
340631911495928|American Express
378884979638104|American Express
374886231357773|American Express
371818972101212|American Express
371684382991984|American Express
371773123901913|American Express
375314051331934|American Express
370387256108450|American Express
349419082538648|American Express
374862914016374|American Express
373427739761090|American Express
370362685919819|American Express
373005874796798|American Express
379690776192560|American Express
370642553146334|American Express
375492780516940|American Express
371520797946660|American Express
343231922164873|American Express
375759103288203|American Express
375653179984573|American Express
347567446306292|American Express
347373143053026|American Express
370749325284903|American Express
379662079801379|American Express
372381998199933|American Express
347135376678773|American Express
342317339156973|American Express
378501463395708|American Express
372903494552792|American Express
377251414386429|American Express
347558597163657|American Express
341163868878582|American Express
372249256633200|American Express
374374769439669|American Express
347749432653412|American Express
370426913207634|American Express
372324934388293|American Express
348182371049781|American Express
346013145452872|American Express
379272948297211|American Express
378090481124746|American Express
344003666795934|American Express
349205957585925|American Express
377217879159205|American Express
370602280731576|American Express
377807103273937|American Express
340877388388985|American Express
372427144266306|American Express
374280091405130|American Express
376334208039940|American Express
374701376105228|American Express
378668152231773|American Express
343459056059268|American Express
347712628511513|American Express
342154756138063|American Express
343230723862701|American Express
348595501547327|American Express
340500397688340|American Express
348837509724924|American Express
348260179138509|American Express
348476359256214|American Express
344828338946022|American Express
378701420273531|American Express
349732168867776|American Express
345228297794191|American Express
342645889494661|American Express
344681585077581|American Express
377338553535484|American Express
375661428258186|American Express
340734795843682|American Express
349610369295338|American Express
345343461872747|American Express
371210849405218|American Express
340032747839274|American Express
376659714012795|American Express
341363171867880|American Express
344517414960029|American Express
370287452201465|American Express
341589915476238|American Express
340786794400369|American Express
373224700517407|American Express
378187880050546|American Express
342868006386616|American Express
372815808564364|American Express
373900272288960|American Express
347675951720961|American Express
