Card number|Card type
372534989920978|American Express
373690064182527|American Express
348869481585379|American Express
379647016679863|American Express
371552672031813|American Express
341639841170148|American Express
348505428398522|American Express
378130256718809|American Express
370026017681963|American Express
347898189505554|American Express
374401724374101|American Express
379562746808718|American Express
370440419395645|American Express
344523037890205|American Express
372932436199792|American Express
372541903890427|American Express
377965974051087|American Express
373572885392529|American Express
345801050543441|American Express
345660875087442|American Express
372228613565644|American Express
343950217304031|American Express
346497994267467|American Express
374063888502925|American Express
345646027054745|American Express
342434884452796|American Express
346888076997619|American Express
342099301203435|American Express
342068968951644|American Express
371288530522723|American Express
342804190842759|American Express
373496560085366|American Express
340683232463895|American Express
342858228293799|American Express
376518465985130|American Express
343140579934696|American Express
374254696726976|American Express
342684315594638|American Express
372199527486831|American Express
348416224039049|American Express
371707768844475|American Express
379575754455537|American Express
340743851256572|American Express
344282012591516|American Express
377447773429962|American Express
345964711340092|American Express
370799916022931|American Express
375168729784944|American Express
341734496434095|American Express
373970858748448|American Express
342155827765099|American Express
346383717709771|American Express
374472250518791|American Express
374039568799692|American Express
378425563652166|American Express
348413883382471|American Express
377927794563410|American Express
378352229588909|American Express
379234286320278|American Express
376304242315622|American Express
347673734838606|American Express
