Card number|Card type
378297547630430|American Express
341531551661558|American Express
372000870390333|American Express
349211094354928|American Express
377818403230386|American Express
347689741557104|American Express
379490430414736|American Express
379940703598466|American Express
370139044167888|American Express
378025513835448|American Express
345917282182111|American Express
375492530427141|American Express
372825607195930|American Express
341608142950458|American Express
349820315215716|American Express
346934543653433|American Express
376078393943057|American Express
370688802338685|American Express
377765422733009|American Express
370753487950715|American Express
344867047849291|American Express
345778035865729|American Express
373739778462269|American Express
342824160964425|American Express
347052482016725|American Express
376216933461236|American Express
372819672078717|American Express
342334181217688|American Express
349775873749938|American Express
370898415096105|American Express
344525105161401|American Express
347658708430159|American Express
341754669720591|American Express
376400253999088|American Express
341733520512710|American Express
343477711205860|American Express
372748005574243|American Express
341881437986350|American Express
343877941554260|American Express
379871978731955|American Express
349737892125581|American Express
343160786103448|American Express
379972367125203|American Express
373245582963856|American Express
349035056817881|American Express
371555515450793|American Express
348341514545028|American Express
372968025725001|American Express
343780920503334|American Express
349510523709614|American Express
371645181949655|American Express
379826745552860|American Express
378147410613866|American Express
345069264505701|American Express
370721495699780|American Express
345047830427048|American Express
372453894326652|American Express
346709760461003|American Express
376302012726507|American Express
348786156635570|American Express
343834167016177|American Express
347754172915252|American Express
341415699430367|American Express
349568238366773|American Express
348184415472821|American Express
340440080643999|American Express
349553564829081|American Express
371025575935968|American Express
346532980258136|American Express
348461956859123|American Express
349248509622374|American Express
349788442755229|American Express
344173082163627|American Express
377344337196023|American Express
376952696164878|American Express
346471703220067|American Express
344238149583685|American Express
375070246567721|American Express
373370312723758|American Express
373863617759683|American Express
379147012030088|American Express
340832568460948|American Express
343704657622885|American Express
346273589340195|American Express
370892749165520|American Express
342698134031499|American Express
344284161612440|American Express
375951280922940|American Express
341142913210470|American Express
374619205740140|American Express
346707456341778|American Express
374143980808287|American Express
373097188044734|American Express
379245594462214|American Express
374389586407202|American Express
343194633519167|American Express
372955990439148|American Express
343456662525187|American Express
373087672380579|American Express
343994119654077|American Express
370928616643544|American Express
376496619826379|American Express
378349961199994|American Express
373066532627866|American Express
379742931377626|American Express
370820048925872|American Express
375680928574959|American Express
377702284518608|American Express
377794273417306|American Express
341731746760550|American Express
341875935983430|American Express
375474612211817|American Express
344906891988019|American Express
376263427402243|American Express
373798671021234|American Express
346699353448410|American Express
340094203392297|American Express
372803712312526|American Express
340961758668000|American Express
378984449041168|American Express
372371407526321|American Express
349740055148119|American Express
370148858470296|American Express
372938152537529|American Express
375685561440467|American Express
344980996121008|American Express
377424130702266|American Express
346915349607855|American Express
370980733502814|American Express
